id,lambda_h,lambda_a,cs_h_p,cs_a_p
89,1.4072655,1.5395951,0.21447517743105374,0.24481594690960096
90,0.7669935,2.0142055,0.13345972822491892,0.4644072603762967
91,2.0750482,1.045792,0.35141396347719844,0.12558926097340958
92,2.0320616,1.1085205,0.3300477540063814,0.13109996095352697
93,2.1130598,1.2216941,0.29473208791243105,0.12091020561392381
94,2.1401284,0.6499646,0.522064289271283,0.11768517569802164
95,2.2417214,0.79072356,0.4535166034256168,0.10633239899689274
96,1.9891531,0.8392447,0.43203682336803506,0.13684247347303213
97,1.2696549,2.013219,0.13359131153637982,0.280930693866755
98,2.082076,0.75636524,0.4693694286199217,0.12471067875582965
99,1.414164,0.81191313,0.4440078979023838,0.2431330787806793
100,1.537907,1.2808867,0.2777931473000098,0.2148374829450137
101,1.3090333,1.0954533,0.3343887921607626,0.27008362975043976
102,1.6084429,1.7936774,0.16636509730672747,0.20020855538712198
103,1.3990219,1.441323,0.2366193280456978,0.24684228635502897
104,1.7141057,1.3517406,0.2587926285996435,0.18013846517128887
105,1.0268818,1.4113859,0.24380938958858,0.3581224115926874
106,2.1201239,1.9950855,0.1360337591248809,0.12006011391122338
107,1.4919972,1.2464894,0.287514253682474,0.2249289686893989
108,1.2558521,0.59557337,0.5512464178547434,0.28483502087379997
109,2.0650444,0.9189577,0.3989348554484957,0.12685059730985196
110,1.2889965,1.4604743,0.23213140562081866,0.27554952262040655
111,1.5543237,1.4853469,0.22642960194178322,0.21133995827157606
112,1.5717633,1.0865923,0.33736490944847797,0.20768689615991712
113,1.5417646,0.98330164,0.3740743673733915,0.21401045839821126
114,1.3036178,1.0903523,0.33609882661730467,0.2715501350994635
115,1.4232138,1.3108019,0.2696064126210774,0.24094289177502543
116,1.587146,1.584032,0.20515489326976505,0.2045171669071023
117,1.3305662,1.5133502,0.22017764900991516,0.26433046238723834
118,1.1733654,2.4193134,0.08906381754657894,0.30932545953791646
119,0.5648146,0.9688473,0.37952059887238015,0.5684655205716167
120,1.8524474,1.4573131,0.23286629152642513,0.15687410144234068
121,1.6313325,2.9464252,0.05270570872352728,0.19567895172885327
122,1.3442246,0.6913846,0.5008820874372585,0.26074491123800053
123,1.4464728,0.9372928,0.391687030397838,0.2354040704765549
124,1.5898803,1.0965003,0.3340388712721652,0.20395883327202008
125,1.8578243,1.1304842,0.32287784942788056,0.15603331995744532
126,1.0255593,0.9026752,0.4054836515090837,0.3585963394324751
127,1.6680422,1.3595332,0.2567839463090173,0.18862770357763647
128,1.3573649,1.1695213,0.31051676941138406,0.2573412931831491
129,0.9860282,1.6955031,0.183519775374526,0.3730558306037249
130,1.2728022,1.3423358,0.261237825230727,0.28004793460433697
131,1.583075,1.4410125,0.23669281124121486,0.2053512834194233
132,0.7187488,2.2827566,0.10206476950117807,0.4873616937761573
133,1.543929,1.2314765,0.29186305375085364,0.21354784147565048
134,1.2395375,1.352291,0.25865024129798997,0.28951991383859593
135,1.2031001,1.7372841,0.17601258884318524,0.30026341909036336
136,1.6016397,1.4806653,0.22749199684572743,0.2015749479085671
137,1.5051568,0.7453852,0.4745515010643184,0.2219888153646548
138,1.2577391,1.2148871,0.2967450920848055,0.28429807783325184
139,1.9965973,1.0628188,0.34548124371117866,0.13582843130530237
140,1.163836,1.2882569,0.27575337677816675,0.31228714040843414
141,1.738597,1.266231,0.2818941842715379,0.1757817248457163
142,1.0818691,1.6569241,0.1907359960504288,0.3389620917871622
143,1.3492508,1.8995786,0.14965608594687385,0.259437728716031
144,1.6215041,1.0870866,0.3371982135493885,0.1976111905611174
145,1.2491235,1.749628,0.17385405946026217,0.2867579553614756
146,0.871435,2.1442292,0.11720418138566328,0.41835094353232316
147,1.0762203,1.6146504,0.1989698950169877,0.34088222669164087
148,1.9561934,0.87115943,0.4184662365721517,0.14142422319486886
149,2.0489798,0.69328135,0.499932945887856,0.12890275800374423
150,1.8847616,1.1254352,0.32451214445869503,0.15188866663543465
151,0.84197843,2.0869255,0.12410802857906393,0.43085737710656313
152,1.0842416,1.7220166,0.1787195166710868,0.338158869082692
153,2.028099,0.97487116,0.37724129991030136,0.13161998717974197
154,1.8206055,1.6628689,0.18960579226926,0.1619470063051071
155,1.4658475,1.5291237,0.21673247345131635,0.2308876026329494
156,2.1789033,0.7914921,0.4531681912397027,0.1132152203397673
157,1.4299576,1.0631764,0.34535771380580843,0.23932365530543956
158,1.3115405,1.0042181,0.3663313829825155,0.2694073608720769
159,0.816606,1.233122,0.2913832222406081,0.441929120257018
160,2.033579,0.8059764,0.4466516928058504,0.13090135135458666
161,1.4337677,1.2131724,0.2972543415797021,0.23841365061497172
162,1.641561,1.305537,0.2710295186834165,0.19368814009049906
163,1.5387186,1.1546996,0.31515333332816625,0.21466322564941206
164,1.318785,1.3771653,0.2522963268958717,0.26746281592113264
165,1.0571992,1.9458787,0.1428894302363243,0.34742812299089665
166,1.6399251,1.28633,0.27628521044629634,0.19400517545556617
167,1.237045,1.4201971,0.2416707713064967,0.29024239260091045
168,1.377461,1.4433383,0.23614301736347015,0.25222175531836993
169,1.4875685,1.321564,0.2667206120344794,0.22592719494887495
170,2.7251935,0.7696168,0.4631905975849823,0.06566716616756778
171,1.6584039,1.2513041,0.2861333313609842,0.1904540401021918
172,1.2350425,1.4914011,0.22506308523924837,0.2908241906204305
173,1.2961575,1.1898429,0.3042704309434517,0.2735834588834035
174,1.3078372,1.0109153,0.36388621705971047,0.2704068316405943
175,1.9026924,0.9073827,0.40357932547872377,0.14919109555988197
176,1.1097718,1.3340597,0.26340868234905357,0.3296350181026018
177,1.4381307,1.4114869,0.2437847756761083,0.23737581397348304
178,1.920364,0.771073,0.46251659076154583,0.14657950452272545
179,1.1123804,1.0852349,0.33782316431886394,0.3287762895232224
180,0.9872575,1.9873719,0.1370862353721728,0.37259752378010397
181,1.625147,1.1929121,0.3033380356708257,0.1968927883119901
182,1.5524087,1.3047563,0.2712411825005272,0.21174498528382493
183,1.7157665,0.8020785,0.4483960929918251,0.17983963497204059
184,1.4211286,1.0594012,0.3466639678300813,0.2414457818211476
185,1.3386428,1.3132169,0.26895612038758904,0.26220429055359934
186,1.5101999,1.4320192,0.23883082392575863,0.22087227423225494
187,1.5449871,1.4164639,0.242574592481902,0.21332204433380358
188,1.3617585,1.5968214,0.2025483349753531,0.256213208097443
189,2.033271,0.97450453,0.37737963149986664,0.13094164171740738
190,1.0651,1.4936076,0.22456708468268058,0.3446940449901073
191,1.3944842,1.4972491,0.22375092716550204,0.24796482815782395
192,1.0367833,1.1901695,0.3041711015448794,0.3545939913574279
193,1.091494,1.3823447,0.25099306680037864,0.3357153389138558
194,1.8022383,0.63036865,0.5323955103435447,0.16494757559791043
195,1.1427945,1.3355201,0.2630242976542206,0.31892758892890855
196,1.3429098,1.596812,0.20255024208507968,0.2610879298947533
197,1.1534147,1.2146462,0.2968165906150823,0.31555850448190464
198,1.0658915,1.2789237,0.27833893589481656,0.34442131435400475
199,1.4475797,1.5107175,0.22075799579298497,0.2351436568515577
200,0.8315669,1.5877731,0.2043889926927575,0.4353666969185689
201,1.0811462,1.4743587,0.2289310568882004,0.3392072071696752
202,1.2622225,0.8937139,0.4091336345189632,0.2830263482211429
203,1.8119891,1.0170801,0.36164985815129147,0.16334777073788634
204,1.5287114,1.2000467,0.30118162280646144,0.2168218202207455
205,1.6364738,0.84778076,0.42836464469835656,0.19467574352120992
206,1.6328069,1.2493764,0.2866854286964702,0.1953907294060626
207,1.5991664,0.98491406,0.37347169149781095,0.20207402358696777
208,1.0229932,1.3354541,0.26304166771769394,0.3595177049115624
209,1.3698858,1.5454681,0.2132194767148845,0.25413947568677875
210,1.308149,1.9066436,0.14860315151656414,0.27032255507747116
211,1.2461741,1.1284072,0.32354914402061996,0.28760491991928905
212,1.7108678,0.6485478,0.5228044439729297,0.18072249846497576
213,1.7586846,1.1018733,0.3322489245658775,0.17228722664498883
214,1.0122325,1.619312,0.1980447321842547,0.36340720363669526
215,1.9464657,1.0173414,0.36155536991473514,0.14280564179445338
216,1.1021044,1.58502,0.20495236433069128,0.33217213653700284
217,1.1598877,1.0461068,0.3513033460045329,0.3135225588445105
218,0.9360427,1.8744887,0.15345610973976376,0.3921769770911395
219,1.1251521,1.7819335,0.1683295340683577,0.3246040321116959
220,1.3190545,1.3219385,0.2666207351985605,0.26739074017046915
221,1.8220819,1.4420834,0.23643951044194184,0.16170819905994416
222,0.9363039,1.5040342,0.22223812248397454,0.3920745593093672
223,1.521046,1.0218779,0.35991890237391394,0.2184899673160565
224,2.1864738,0.82127017,0.4398726861857503,0.11236258590712737
225,1.0590385,1.567605,0.20855214503284353,0.3467897012828365
226,1.635893,1.460964,0.23201776952643008,0.19478881356597497
227,1.4658487,1.4577137,0.23277302041015932,0.2308873274272398
228,1.8214943,1.1804572,0.3071395822101184,0.16180319762431472
229,2.4367428,1.5450944,0.21329916252055042,0.08752897803130918
230,1.3920575,0.88518924,0.4126362522430486,0.24856722355824376
231,0.9696934,1.2020077,0.3005916055702864,0.3791996066276864
232,2.3788538,0.8964049,0.4080341280848135,0.09273191473161531
233,1.4058232,1.5765941,0.20668620753038883,0.2451692700293573
234,1.0866394,1.0985087,0.333368659813669,0.3373490243534926
235,1.1139075,1.4623535,0.2316956424750228,0.328274617563937
236,2.5106509,0.8897787,0.4107468300006551,0.08131079797760643
237,1.8213037,0.85236895,0.42640373533253295,0.1618340277902789
238,1.635774,1.0125482,0.36329250751055114,0.1948119833976896
239,1.5520521,1.1393269,0.3200353837551563,0.2118204841057448
240,1.5736524,1.1312162,0.32264161211282644,0.2072949986287134
241,2.062201,0.93242425,0.39359862366771403,0.1272114202308314
242,0.97322315,1.7590873,0.17221788958349382,0.3778635047387916
243,1.8859662,1.3204383,0.267021008252786,0.15170592004408917
244,1.4861606,1.1969671,0.3021105216941331,0.22624545053881073
245,1.7467691,1.0276269,0.3578556919132577,0.1743516102381503
246,2.122774,1.7977732,0.16568539600309778,0.11974276023872471
247,1.7068915,1.2259141,0.2934909820269135,0.181442286830232
248,1.2135414,1.4596041,0.2323334490079223,0.29714469279856187
249,1.168445,1.1957022,0.3024929000476368,0.3108511621833519
250,1.3546306,1.2965007,0.273489585259436,0.25804585370114475
251,1.2853171,1.6934669,0.18389372564048126,0.2765651930625638
252,1.0622098,1.5370126,0.2150296934074272,0.3456916756451618
253,0.95394254,1.5515206,0.2119330882035141,0.38521957970972337
254,1.7971674,1.2706953,0.28063856287305267,0.1657857572210376
255,1.2479435,1.1975662,0.30192960934409485,0.28709649615570626
256,1.2069482,1.4271841,0.23998827776031278,0.29911024096433125
257,1.4769503,1.0616645,0.345880258639918,0.2283386004679416
258,1.9468175,0.8578154,0.4240876753632425,0.14275545018647695
259,2.070977,1.1217396,0.32571360796362536,0.1261010601979415
260,1.2701023,1.4120317,0.243652013863418,0.28080504162082454
261,1.7416557,1.9698007,0.13951431842701825,0.1752450837997882
262,1.4015001,0.9428141,0.38953038176413113,0.2462313639879846
263,1.2775041,1.3551933,0.257900710981686,0.27873434464512536
264,2.0700877,1.3495629,0.25935677917420613,0.12621313328166964
265,1.621967,1.0787907,0.34000716471879644,0.19751976098433427
266,0.78035045,1.0917842,0.3356179050492065,0.45824545988221066
267,1.0747472,0.92026895,0.3984121005272496,0.3413847322093898
268,0.90840614,0.96175766,0.38222079488706173,0.40316651083681715
269,0.8652109,0.97781444,0.3761326150698144,0.42096291124154767
270,0.86675835,1.1575706,0.31424983671293066,0.4203119956574092
271,1.2191086,1.6884103,0.18482567563597876,0.29549508512075895
272,1.2199645,1.2329377,0.2914369263326426,0.29524228143714154
273,1.9821396,0.7982839,0.45010081064624324,0.13780480429102954
274,1.1136308,0.8610755,0.4227073475791452,0.32836545696287145
275,1.3710642,0.87813103,0.41555901439766374,0.25384020166540733
276,1.4321035,1.0270953,0.358045960085318,0.23881069798977972
277,1.4238055,0.8123285,0.44382350246840924,0.2408003978685324
278,0.8196653,1.8012116,0.16511694537471328,0.4405791832692373
279,1.1555593,0.82308054,0.43907707524954204,0.31488250736574946
280,1.3747901,1.1956463,0.3025098121133276,0.2528962564178476
281,0.8589767,1.4231087,0.24096822391944642,0.42359545409547084
282,1.1497357,1.2244526,0.29392021854021044,0.3167215658820276
283,0.88120216,4.2780347,0.014311290500029019,0.4142847413555076
284,0.84592974,1.3858942,0.2501038313303835,0.42915828925173793
285,1.171019,0.1863411,0.829990431234567,0.3100520919532808
286,0.9363581,0.2973841,0.7427586542796185,0.3920533171633272
287,1.658142,0.25044858,0.7784515034206939,0.19050391360500216
288,4.4825225,0.46154353,0.63030999283504,0.011769191754463032
289,1.0819569,1.2427112,0.28860255542090246,0.3389323536924957
290,1.3816466,0.81765264,0.44146681478789457,0.2511683290936742
291,1.185841,1.2209877,0.2949403627708145,0.305490516800726
292,1.6164546,2.3152816,0.09880475970771044,0.19861131268695087
293,2.4612734,0.73890543,0.47763648063902586,0.08541377114932486
294,2.0427392,1.1474466,0.3174473726279653,0.12970890795022424
295,1.4464029,1.1042043,0.33147536209095746,0.23542051374946968
296,1.4860543,0.71993035,0.48678619559337294,0.22626950634487625
297,1.3628114,1.6399972,0.19399118751456976,0.25594358411921797
298,0.9978779,1.1688946,0.31071142081376646,0.36866135632711633
299,1.4133795,1.7358502,0.17626505408336426,0.24332384810968705
300,1.3371636,1.0549392,0.3482142189391172,0.2625924220613522
301,1.2769127,0.8096392,0.44501868180062704,0.2788992280568699
302,1.1207317,2.1002853,0.12246284501985541,0.3260420583119851
303,1.7945894,0.9146932,0.40063975078009684,0.16621351675218385
304,1.4932182,1.4445122,0.23586598510659718,0.22465454882304886
305,0.86853415,0.57863003,0.5606659427806154,0.4195662699396154
306,0.680598,0.88256365,0.41372108302646704,0.5063141393047
307,1.4965315,0.9946991,0.3698351020588713,0.22391153490857263
308,1.7022109,0.72831964,0.4827194889590189,0.18229326805767826
309,0.9429691,1.4722418,0.22941613733613594,0.389470020473606
310,1.3613791,1.3574022,0.25733169201955475,0.2563104070422519
311,0.41913867,1.2297049,0.2923805827502637,0.6576129982681569
312,1.6786448,0.70562375,0.493800503485416,0.1866388917575757
313,1.9318113,0.89816886,0.40731501789831787,0.14491226664523077
314,1.6231636,1.6778454,0.18678811029320383,0.1972836012097822
315,0.92046326,1.318306,0.2675909489597105,0.39833469253165427
316,1.1319244,1.6039873,0.2011023905796664,0.32241319590545126
317,1.8178843,1.6195529,0.19799705928339628,0.16238808184661235
318,1.4546368,1.0256095,0.3585783431657128,0.23349026129720707
319,1.4064821,1.2176633,0.295922455767435,0.24500780361707974
320,0.8357467,1.0829488,0.33859632497395104,0.43355073823496865
321,1.2697637,0.8157028,0.4423284453015983,0.28090012101176554
322,1.5745537,0.87157756,0.41829130189279123,0.2071082753958357
323,1.6968199,1.2863611,0.2762766147872686,0.1832783533769187
324,1.8437082,1.5880638,0.20432958710535024,0.15825033343030348
325,1.3034751,0.821344,0.43984020279258235,0.2715888841325436
326,1.6453823,1.3528281,0.25851135277851733,0.19294960901906832
327,0.5059235,1.4130626,0.24340098111113026,0.6029484918033674
328,1.1503305,1.2430738,0.28849792136922087,0.3165332232285986
329,1.3612962,1.1507169,0.3164109548724001,0.2563316723184137
330,1.2153741,1.4611399,0.2319769537924827,0.2966006263735552
331,1.752703,0.94800663,0.3875129927585011,0.17332048162051628
332,1.4915674,1.5191922,0.2188953221036974,0.22502566615907768
333,1.3539339,1.2984388,0.2729600759349066,0.25822567329172386
334,2.4477663,0.91520774,0.4004336488628545,0.08657200693518073
335,1.0291549,1.39521,0.24778492022934587,0.357309303202691
336,1.3338962,1.2506632,0.2863167904722776,0.263451764894753
337,1.8284665,0.7544068,0.470289555273422,0.16067954926889236
338,1.2482088,1.4219139,0.24125628429021806,0.28702035977806073
339,1.0322859,1.1718031,0.3098090638281116,0.3561923185040575
340,2.381089,0.857518,0.4242138036497407,0.09252536329082038
341,0.79502124,1.0441575,0.35198880459470117,0.45157172267989126
342,1.4967824,0.6390878,0.5277736562183003,0.22385536244503942
343,1.8528397,1.2411735,0.2890466573285349,0.15681260222765214
344,1.0554742,1.882212,0.15227617334533197,0.3480279726982298
345,1.4666549,0.98863727,0.37208377703505013,0.2307012809550779
346,1.7674757,0.9777975,0.3761389821413274,0.17077986862337124
347,1.2703643,1.211841,0.2976503703813795,0.28073147762715867
348,1.8731357,0.73751575,0.4783007043272376,0.15366375993800946
349,1.5494153,0.84856004,0.42803096347951075,0.21237964878794033
350,1.5338794,1.1505502,0.316463689331786,0.21570436468789977
351,1.7215643,1.0331862,0.3558717977215505,0.1788003385311323
352,1.3628944,1.1931291,0.3032722323455569,0.25592235105065575
353,1.8973306,0.8232751,0.43899166150246927,0.14999266928592223
354,0.9765189,1.2736907,0.27979924372152054,0.3766202094774339
355,1.0498645,1.5363142,0.21517988218601364,0.3499857418855437
356,0.99715114,1.4880582,0.22581659770443954,0.3689293794248158
357,1.4902698,1.5341789,0.21563979147313508,0.2253178075777794
358,1.4625218,1.2917279,0.2747979413004824,0.23165665061955468
359,1.4477586,1.2183982,0.29570506249765716,0.23510161837738736
360,2.0849357,1.1616133,0.31298200160495915,0.12435495647379124
361,1.3501313,0.60437405,0.5464163577490541,0.2592094157322853
362,0.9468838,1.3732845,0.2532772767652665,0.38794834651341825
363,1.1329181,1.3679435,0.25463352612911316,0.32209297073591314
364,1.5433718,0.8752726,0.41674856824811374,0.21366683978355475
365,1.1847931,1.537713,0.2148791485247619,0.3058107832393243
366,2.0064244,0.81547713,0.44242827359635734,0.1345013051354621
367,1.4277135,0.9374799,0.3916137534335508,0.2398612725875788
368,2.054973,0.79590476,0.45117292710324053,0.12813330699468517
369,1.5320201,1.1579139,0.31414196882456336,0.21610573285209836
370,1.6139919,1.367828,0.2546629392373431,0.1991009324018994
371,1.3803022,0.8311989,0.43552694054906144,0.2515062096537196
372,1.9916575,0.5578518,0.5724374640368605,0.13650048640120122
373,0.92667025,1.2509764,0.2862271104354411,0.395869903585704
374,1.9936651,1.6156954,0.19876212978853483,0.1362269523493474
375,1.0932598,1.6340768,0.19514281388902582,0.33512305001090625
376,1.8627627,1.0639174,0.3451019004093557,0.15526509467924912
377,0.5358413,1.5961856,0.2026771414595465,0.585176785492991
378,1.6048579,0.96334153,0.3816158886178219,0.2009274282457674
379,1.4350015,0.8184492,0.44111530232900237,0.23811970450841372
380,1.0421406,1.4422468,0.23640087512604993,0.3526994392002843
381,1.5647082,1.5347883,0.21550844265645627,0.20915703817166276
382,1.699093,0.93352306,0.3931663728694381,0.1828623500405816
383,1.1073618,1.6573989,0.19064547842313717,0.3304303995862537
384,2.1066506,1.2358902,0.2905777738537257,0.12168670681116775
385,1.5636927,0.9458057,0.3883668046123303,0.20936951467726378
386,1.3644733,1.1794041,0.30746319042503895,0.2555186177724585
387,1.345589,1.1397879,0.3198878904276353,0.26038939994282184
388,2.295681,1.6030579,0.20128935627636632,0.1007565984247433
389,1.4603292,1.5094192,0.22104475137134055,0.232165081142953
390,1.876444,0.74645686,0.47404322949526956,0.1531565289245351
391,1.6734941,1.3370674,0.2626176834842793,0.18760240886354962
392,1.6631812,1.5047725,0.2220741100518535,0.18954659853887523
393,1.5807278,0.9265415,0.39592087327428555,0.2058337598289884
394,1.2267214,1.1418091,0.3192420027384393,0.2932541554889372
395,1.8590059,1.3037906,0.27150323577416774,0.15584916081738193
396,0.4317764,1.8289827,0.16059667301721206,0.6493545539208561
397,1.5623902,1.0154756,0.3622305626601185,0.20964234155259062
398,1.5989997,1.192032,0.3036051195019796,0.2021076957385751
399,1.3912252,0.7081273,0.49256578462714773,0.24877417900312881
400,1.6664739,1.050664,0.34970607255388864,0.18892368096087672
401,0.9355857,1.9724103,0.1391510009657799,0.3923562608989948
402,1.4724387,1.0452396,0.3516081413313234,0.22937096768040569
403,1.1517723,1.6676642,0.18869900073055815,0.3160772116754253
404,2.695975,0.81601065,0.44219229220753004,0.06760464986807342
405,1.3676158,1.3913567,0.2487414732054554,0.2547169783648601
406,2.2445407,1.1912946,0.3038290823274734,0.10603354289793156
407,1.8634791,1.0084534,0.36478316716411574,0.15515395730416282
408,1.2952778,1.4337289,0.238422886683214,0.2738242081869634
409,1.1116965,1.2871614,0.2760556236977273,0.3290012134558359
410,1.3232074,1.4986488,0.22343802027567475,0.26628266527604716
411,1.6041114,1.1431183,0.31882434806042464,0.2010774414050486
412,1.2736737,0.73366886,0.48014421327624446,0.2798040132505963
413,1.2493721,1.0550369,0.3481801825506463,0.2866866589675629
414,0.8701324,1.580823,0.20581418389483266,0.41889624063566605
415,1.2384777,1.1297935,0.32310093299144216,0.28982688891063907
416,1.421088,0.9416815,0.3899718140667128,0.24145559590271032
417,1.1215702,2.396298,0.09113214174162644,0.3257687862328892
418,1.6021396,1.1991292,0.3014580552022368,0.20147423876964968
419,1.8849071,0.573606,0.5634898245896709,0.15186657342208404
420,1.4427857,1.8256899,0.16112609401892014,0.2362735163299874
421,0.5100578,1.3046105,0.2712807282046392,0.6004608694321587
422,0.84581137,1.8546474,0.15652954307965367,0.42920909365411464
423,1.3606635,1.16186,0.31290481797236785,0.25649387809658936
424,1.6254634,0.95992845,0.38292059083592,0.19683051974393276
425,1.65373,0.99746716,0.368812808414891,0.19134603545087311
426,1.5855031,1.1431272,0.31882149762708456,0.20485338449939944
427,1.115776,1.3840774,0.2505585820913566,0.327661825473566
428,1.2300565,1.2014216,0.30076780804094366,0.2922777840079933
429,2.1803563,0.50046825,0.6062467178345505,0.1130510815754045
430,1.7721697,0.99437904,0.3699534956544714,0.1699804335310331
431,1.4561968,1.3601159,0.2566343743015988,0.23312634916852065
432,1.3487492,1.3605586,0.25652078477581625,0.25956789461838325
433,1.6590873,1.0109645,0.36386830230810596,0.19032395836413044
434,0.8898116,1.6512353,0.19182385451199674,0.41073331598183827
435,0.91241443,2.335513,0.0968299416246659,0.4015537432501844
436,2.0778768,1.152692,0.315786656274312,0.12523490219227995
437,1.7271987,1.0528977,0.3489258007408966,0.17779608022026738
438,0.81523424,1.5507838,0.21208927742179587,0.44253574734638684
439,2.0861175,0.71459824,0.48938872437487363,0.12420823744037257
440,0.88416326,1.6932724,0.1839294945290568,0.413059822240587
